ruid,rid,start_date,end_date
2341,222,7/1/2020,7/4/2020
2342,439,11/22/2022,12/6/2022
2343,218,8/28/2023,9/4/2023
2344,77,8/16/2021,8/23/2021
2345,136,7/22/2021,7/25/2021
2346,301,10/15/2022,10/18/2022
2347,351,9/30/2023,10/12/2023
2348,315,5/26/2020,6/2/2020
2349,449,12/7/2021,12/11/2021
2350,,2/4/2020,2/7/2020
2351,225,8/9/2022,8/17/2022
2352,311,,12/19/2020
,342,11/16/2023,11/26/2023
2354,159,2/23/2023,
2355,125,12/12/2022,12/22/2022
2356,73,6/10/2021,6/20/2021
2357,211,11/27/2023,12/11/2023
2358,,6/23/2021,6/26/2021
2359,81,2/14/2019,2/26/2019
2360,169,10/17/2020,10/23/2020
2361,284,11/16/2023,11/21/2023
2362,355,1/14/2023,1/26/2023
2363,109,4/7/2019,4/17/2019
2364,229,7/19/2020,7/29/2020
2365,320,11/11/2021,
2366,301,6/18/2020,6/30/2020
2367,312,6/4/2020,6/16/2020
2368,317,2/27/2021,3/6/2021
2369,232,1/25/2023,1/30/2023
2370,39,1/27/2024,2/7/2024
2371,420,7/8/2020,7/14/2020
2372,,5/5/2020,5/19/2020
2373,355,2/16/2022,2/21/2022
2374,393,6/11/2020,6/17/2020
2375,99,5/9/2021,5/21/2021
2376,60,4/18/2019,4/24/2019
2377,73,7/18/2023,
2378,256,10/15/2023,10/22/2023
2379,79,11/1/2019,11/6/2019
2380,385,4/8/2022,
2381,250,12/22/2021,1/1/2022
2382,249,,2/24/2022
2383,215,10/20/2023,10/29/2023
2384,309,1/20/2022,1/28/2022
2385,425,,1/27/2022
2386,369,12/17/2023,12/25/2023
2387,,8/6/2022,8/14/2022
2388,398,7/20/2021,7/24/2021
2389,95,7/11/2022,7/24/2022
2390,430,8/13/2021,
2391,120,8/16/2019,8/27/2019
2392,240,8/25/2022,9/2/2022
2393,357,6/30/2022,7/5/2022
2394,202,10/17/2023,
2395,3,11/27/2022,12/11/2022
2396,62,6/29/2021,
2397,294,5/12/2021,5/21/2021
2398,333,4/16/2020,4/20/2020
2399,252,1/14/2023,
2400,213,10/1/2019,10/9/2019
2401,295,6/29/2021,7/10/2021
2402,290,3/14/2023,3/17/2023
2403,414,7/31/2020,8/12/2020
2404,269,9/2/2023,9/10/2023
2405,80,5/26/2019,6/4/2019
2406,398,7/13/2021,7/23/2021
2407,,7/13/2020,7/21/2020
2408,219,10/5/2020,10/14/2020
2409,254,8/14/2021,8/24/2021
2410,13,3/9/2022,3/12/2022
2411,401,4/30/2023,5/14/2023
2412,446,9/21/2023,9/26/2023
2413,130,8/13/2021,8/25/2021
2414,175,10/18/2019,10/27/2019
,402,1/26/2024,2/4/2024
2416,269,10/7/2020,10/12/2020
2417,262,4/18/2021,4/30/2021
2418,386,9/4/2020,9/11/2020
2419,,11/9/2023,11/22/2023
2420,211,11/29/2022,12/10/2022
2421,183,1/17/2021,1/22/2021
2422,90,,3/14/2022
2423,138,2/14/2019,
2424,229,9/24/2020,10/6/2020
2425,136,11/8/2022,11/21/2022
2426,366,5/29/2019,6/11/2019
2427,365,12/3/2021,12/17/2021
2428,147,8/23/2023,8/28/2023
2429,,5/12/2023,5/26/2023
2430,268,5/12/2023,5/22/2023
2431,26,9/4/2023,9/18/2023
2432,53,1/26/2019,2/8/2019
2433,146,4/11/2020,4/22/2020
2434,108,9/25/2022,10/2/2022
2435,82,1/18/2023,2/1/2023
2436,251,2/26/2023,3/2/2023
2437,290,5/31/2021,6/10/2021
2438,171,3/14/2021,3/18/2021
2439,21,12/20/2023,1/2/2024
2440,11,8/2/2022,8/8/2022
2441,95,8/23/2022,8/28/2022
2442,239,5/18/2022,5/27/2022
2443,449,12/27/2019,1/6/2020
2444,390,8/1/2022,
2445,198,8/5/2019,8/16/2019
2446,187,7/28/2023,8/2/2023
2447,174,,9/5/2021
2448,267,1/1/2023,1/6/2023
2449,94,9/24/2023,9/28/2023
2450,13,5/1/2020,5/14/2020
,114,3/3/2023,3/10/2023
2452,144,4/23/2020,4/28/2020
2453,64,3/29/2023,4/2/2023
2454,,11/13/2019,11/26/2019
2455,208,5/28/2020,6/7/2020
2456,177,12/3/2021,12/17/2021
2457,344,2/26/2022,3/5/2022
2458,425,6/23/2019,7/5/2019
2459,49,7/4/2022,7/8/2022
2460,256,9/14/2021,9/24/2021
2461,315,3/24/2021,4/3/2021
2462,367,11/5/2021,11/17/2021
2463,324,,5/19/2020
2464,387,7/4/2019,7/10/2019
,32,4/29/2020,5/6/2020
2466,406,4/24/2022,5/7/2022
2467,189,3/10/2020,3/19/2020
2468,201,5/20/2023,5/31/2023
2469,129,6/6/2020,6/15/2020
2470,234,4/10/2023,4/18/2023
2471,134,10/26/2023,11/4/2023
2472,254,10/20/2023,11/2/2023
2473,11,12/29/2020,1/9/2021
2474,234,7/1/2020,7/13/2020
2475,422,1/25/2023,2/5/2023
2476,70,2/26/2023,3/2/2023
2477,90,2/7/2021,2/12/2021
2478,348,3/23/2023,4/6/2023
2479,38,11/30/2020,12/11/2020
2480,323,7/28/2020,8/8/2020
2481,120,6/11/2019,6/23/2019
,85,2/12/2019,2/17/2019
2483,180,4/17/2023,4/30/2023
2484,157,8/31/2019,9/9/2019
,144,6/26/2019,7/8/2019
2486,399,10/29/2019,11/12/2019
2487,10,6/7/2023,6/13/2023
2488,432,2/11/2023,2/22/2023
2489,188,5/11/2021,5/16/2021
2490,173,9/12/2020,9/24/2020
2491,364,10/22/2023,10/30/2023
2492,316,8/17/2023,8/22/2023
2493,177,6/17/2021,6/20/2021
,133,9/10/2019,9/18/2019
2495,15,5/27/2022,6/2/2022
2496,442,6/26/2023,7/5/2023
2497,198,10/20/2023,11/3/2023
2498,99,12/3/2020,12/16/2020
2499,44,2/16/2019,2/26/2019
2500,166,12/23/2023,1/2/2024
2501,263,1/22/2022,1/25/2022
2502,420,3/22/2023,4/1/2023
2503,403,9/16/2023,9/20/2023
2504,43,11/14/2020,11/20/2020
2505,89,10/1/2023,10/5/2023
2506,118,8/12/2021,8/22/2021
2507,396,6/3/2021,6/17/2021
2508,126,3/29/2020,4/1/2020
2509,202,1/28/2019,1/31/2019
2510,305,2/19/2019,2/23/2019
2511,,3/12/2023,3/24/2023
2512,240,,3/30/2020
2513,98,4/23/2020,4/28/2020
2514,51,5/31/2023,6/14/2023
2515,36,12/30/2023,1/7/2024
2516,322,,10/5/2020
2517,24,1/22/2023,2/4/2023
2518,245,,9/10/2020
,272,6/18/2020,6/23/2020
2520,61,4/5/2021,4/11/2021
2521,18,4/7/2019,4/17/2019
2522,271,1/18/2022,1/23/2022
2523,431,10/13/2019,10/19/2019
2524,258,8/16/2019,8/27/2019
2525,424,12/22/2021,12/28/2021
2526,183,9/5/2021,9/14/2021
2527,325,9/24/2020,10/6/2020
2528,396,11/4/2023,11/7/2023
2529,167,2/21/2019,
2530,435,9/7/2022,9/18/2022
2531,167,8/21/2022,9/2/2022
2532,161,3/17/2023,3/30/2023
2533,448,6/22/2020,6/25/2020
2534,157,5/14/2021,5/18/2021
2535,187,,9/13/2021
2536,306,8/23/2021,9/5/2021
2537,329,5/25/2020,6/1/2020
2538,13,10/28/2019,11/7/2019
2539,3,1/30/2023,2/13/2023
2540,430,5/3/2020,5/12/2020
2541,431,7/29/2019,8/3/2019
2542,294,2/16/2023,
2543,286,4/14/2019,4/26/2019
2544,187,1/24/2021,2/3/2021
2545,33,6/12/2022,6/16/2022
2546,129,10/5/2019,10/16/2019
2547,262,10/20/2023,11/3/2023
2548,39,5/30/2021,6/2/2021
2549,142,7/22/2023,7/27/2023
2550,224,4/13/2023,4/21/2023
2551,264,,7/10/2019
2552,187,11/19/2019,12/1/2019
2553,141,12/1/2020,12/8/2020
2554,426,8/23/2022,9/5/2022
2555,335,3/29/2021,4/6/2021
2556,187,1/14/2020,1/28/2020
,183,6/1/2019,6/5/2019
2558,164,3/26/2023,4/8/2023
2559,252,11/18/2021,
2560,123,11/18/2021,11/23/2021
2561,80,10/11/2023,10/18/2023
2562,378,2/2/2021,2/14/2021
2563,260,,2/13/2024
2564,397,2/8/2021,2/18/2021
2565,127,6/25/2019,7/2/2019
2566,310,,12/13/2022
2567,7,5/15/2023,5/28/2023
2568,377,4/25/2023,
2569,50,6/11/2021,6/17/2021
2570,288,5/25/2020,5/30/2020
2571,91,9/11/2021,9/24/2021
2572,123,4/23/2022,5/3/2022
2573,16,2/19/2021,2/25/2021
2574,360,5/5/2023,5/12/2023
2575,392,12/25/2023,1/5/2024
2576,22,7/13/2020,7/21/2020
2577,,12/16/2020,12/29/2020
2578,407,12/22/2021,12/28/2021
,259,11/22/2020,11/27/2020
2580,165,5/23/2023,5/27/2023
2581,421,8/9/2022,8/17/2022
2582,430,4/28/2019,5/6/2019
2583,296,6/13/2020,6/27/2020
2584,414,,6/17/2019
2585,407,5/30/2023,6/7/2023
2586,118,3/26/2022,4/5/2022
2587,204,9/9/2020,9/14/2020
2588,82,1/30/2024,2/11/2024
2589,10,9/9/2020,9/14/2020
2590,105,12/28/2023,1/6/2024
2591,146,5/12/2021,5/16/2021
2592,280,1/1/2024,1/4/2024
,243,5/23/2019,6/2/2019
2594,320,7/15/2023,7/18/2023
2595,208,4/18/2019,4/24/2019
2596,70,8/10/2021,8/14/2021
2597,316,8/26/2023,9/9/2023
2598,51,11/18/2023,11/22/2023
2599,290,4/26/2021,4/30/2021
2600,110,,2/16/2019
2601,33,11/27/2022,12/7/2022
2602,52,6/2/2020,6/13/2020
2603,52,3/30/2021,4/6/2021
2604,56,7/10/2021,7/13/2021
2605,358,3/9/2022,3/12/2022
2606,28,9/6/2023,9/17/2023
2607,230,5/13/2021,5/18/2021
2608,12,6/4/2019,6/15/2019
2609,378,2/15/2022,3/1/2022
2610,212,,4/3/2022
,290,10/24/2019,11/1/2019
2612,304,9/11/2021,9/24/2021
2613,284,1/1/2023,1/6/2023
2614,162,2/10/2021,2/17/2021
2615,390,8/13/2021,8/25/2021
2616,177,12/23/2023,1/2/2024
2617,436,8/13/2021,8/25/2021
2618,281,5/25/2020,5/30/2020
2619,5,4/1/2021,4/6/2021
2620,30,12/16/2021,12/24/2021
2621,332,4/13/2023,4/20/2023
2622,319,2/26/2021,3/6/2021
2623,264,12/24/2019,1/1/2020
2624,51,3/29/2021,4/6/2021
2625,304,3/16/2019,3/30/2019
2626,419,2/4/2023,2/10/2023
2627,41,4/17/2022,4/21/2022
2628,447,3/10/2022,3/15/2022
2629,355,,4/9/2022
2630,246,10/6/2019,10/19/2019
2631,317,,3/19/2020
2632,361,8/14/2021,8/18/2021
2633,45,2/17/2021,2/20/2021
2634,97,10/12/2020,10/16/2020
2635,170,2/21/2020,2/28/2020
2636,251,1/19/2022,1/24/2022
2637,110,6/23/2021,6/26/2021
2638,57,2/21/2020,2/28/2020
2639,392,,6/14/2019
2640,95,11/27/2022,12/7/2022
2641,161,5/8/2022,5/15/2022
2642,380,9/3/2021,9/11/2021
2643,43,11/10/2023,11/14/2023
2644,189,3/24/2021,4/3/2021
2645,300,6/29/2022,
2646,67,5/16/2019,5/24/2019
2647,220,11/22/2020,11/27/2020
2648,236,1/1/2023,1/13/2023
2649,176,7/3/2022,7/7/2022
2650,441,7/14/2020,7/26/2020
2651,432,9/30/2023,10/8/2023
2652,432,7/12/2020,7/23/2020
2653,144,2/10/2023,2/19/2023
2654,1,6/20/2020,
2655,381,1/15/2023,1/21/2023
2656,187,3/20/2022,3/25/2022
2657,352,1/28/2023,2/10/2023
2658,218,,1/2/2022
2659,111,3/7/2021,3/18/2021
2660,241,10/5/2021,10/15/2021
2661,121,11/17/2022,11/27/2022
2662,133,12/2/2021,12/11/2021
2663,176,4/23/2023,5/4/2023
2664,316,4/7/2023,4/13/2023
2665,133,5/18/2021,5/25/2021
2666,124,2/5/2019,2/9/2019
2667,368,12/6/2021,12/20/2021
2668,37,10/20/2023,
2669,230,2/7/2020,2/12/2020
2670,,9/20/2020,9/29/2020
2671,252,2/20/2019,2/28/2019
2672,183,1/15/2020,1/26/2020
2673,189,5/18/2020,5/22/2020
2674,341,12/15/2019,12/20/2019
2675,394,4/17/2020,4/30/2020
2676,171,1/16/2021,1/21/2021
2677,249,4/29/2023,5/9/2023
2678,389,1/14/2020,1/24/2020
2679,54,4/26/2023,5/4/2023
2680,216,6/24/2022,7/2/2022
2681,137,6/9/2022,6/22/2022
2682,107,6/27/2020,7/3/2020
2683,,12/28/2019,1/8/2020
2684,372,1/29/2021,2/2/2021
2685,38,3/1/2019,3/7/2019
2686,123,12/21/2019,12/24/2019
2687,308,8/4/2021,8/10/2021
2688,137,9/4/2020,9/18/2020
2689,449,2/2/2019,2/7/2019
2690,60,5/13/2020,5/27/2020
2691,333,5/28/2019,6/9/2019
2692,10,1/9/2023,1/15/2023
2693,83,6/10/2021,
2694,167,5/13/2023,5/19/2023
,297,12/10/2021,12/18/2021
2696,177,12/28/2023,1/6/2024
2697,131,7/13/2019,7/18/2019
2698,372,3/23/2019,4/2/2019
2699,335,11/7/2019,
2700,167,7/25/2021,7/30/2021
2701,103,8/13/2019,8/26/2019
,435,6/26/2023,7/5/2023
2703,173,1/3/2024,1/11/2024
2704,205,1/24/2020,1/28/2020
2705,100,11/29/2019,12/8/2019
2706,416,9/15/2021,9/26/2021
2707,331,4/5/2021,4/11/2021
2708,303,6/25/2023,6/28/2023
2709,44,7/21/2019,7/30/2019
,168,5/24/2021,6/7/2021
2711,221,,9/25/2023
2712,254,3/11/2021,3/23/2021
2713,97,12/14/2020,12/28/2020
2714,,3/26/2021,4/5/2021
2715,392,6/7/2023,6/13/2023
,236,4/14/2019,4/27/2019
2717,443,3/14/2021,3/25/2021
2718,423,7/25/2021,7/30/2021
2719,434,11/17/2019,11/20/2019
2720,163,3/16/2020,3/27/2020
2721,,8/26/2022,9/5/2022
2722,293,12/15/2021,12/24/2021
2723,188,11/18/2021,12/2/2021
2724,274,4/30/2023,
2725,291,3/29/2023,4/2/2023
2726,173,6/1/2019,6/11/2019
2727,177,7/19/2020,7/24/2020
2728,358,10/22/2022,10/26/2022
2729,135,9/3/2021,9/12/2021
2730,430,,3/31/2021
2731,251,9/17/2021,9/28/2021
2732,433,,1/13/2024
2733,291,1/9/2024,1/14/2024
,377,10/17/2020,10/28/2020
2735,296,2/26/2021,3/4/2021
2736,57,11/30/2020,12/9/2020
2737,429,6/22/2021,7/6/2021
2738,86,,11/16/2023
2739,323,8/16/2019,8/21/2019
2740,30,8/3/2023,8/8/2023
2741,323,5/31/2021,6/10/2021
2742,313,12/16/2023,12/20/2023
2743,210,9/26/2023,9/29/2023
2744,379,1/25/2023,1/30/2023
2745,363,6/12/2022,6/16/2022
2746,321,,3/21/2022
2747,43,10/17/2023,10/20/2023
2748,39,12/10/2021,12/21/2021
2749,423,4/5/2021,4/10/2021
2750,236,2/26/2021,3/4/2021
2751,46,6/21/2022,6/29/2022
2752,434,11/30/2022,12/9/2022
2753,47,1/15/2020,1/26/2020
2754,47,10/3/2020,10/15/2020
2755,364,4/19/2021,4/22/2021
2756,164,,3/5/2021
2757,401,1/24/2020,1/28/2020
2758,15,1/29/2023,2/1/2023
,275,5/4/2023,5/16/2023
2760,442,6/13/2020,6/27/2020
2761,139,,12/2/2022
2762,132,8/27/2020,9/9/2020
2763,315,11/27/2021,12/8/2021
2764,309,3/7/2019,3/17/2019
2765,357,6/9/2023,6/14/2023
2766,73,11/26/2022,12/1/2022
2767,324,3/12/2023,3/24/2023
2768,177,,2/9/2019
2769,120,7/31/2019,8/8/2019
2770,78,2/18/2022,2/21/2022
2771,217,1/11/2020,1/19/2020
2772,390,7/22/2023,7/27/2023
2773,230,1/19/2022,1/29/2022
2774,246,4/18/2019,4/24/2019
2775,377,11/6/2019,11/10/2019
2776,60,6/8/2021,
2777,188,10/12/2021,10/15/2021
2778,9,3/4/2020,3/17/2020
2779,93,1/24/2019,2/4/2019
2780,339,3/14/2021,3/25/2021
2781,350,10/19/2023,10/26/2023
2782,128,11/26/2021,11/29/2021
2783,283,7/15/2021,7/23/2021
2784,430,10/4/2020,10/8/2020
2785,45,11/5/2019,11/12/2019
2786,198,10/15/2023,10/22/2023
2787,63,7/4/2022,7/17/2022
2788,320,11/12/2021,11/16/2021
2789,305,3/25/2023,4/8/2023
2790,364,8/28/2023,9/9/2023
2791,362,6/25/2023,6/28/2023
2792,347,9/9/2021,9/23/2021
2793,117,3/19/2022,3/31/2022
2794,358,1/19/2022,1/29/2022
2795,46,6/9/2023,6/18/2023
2796,27,6/26/2023,7/3/2023
2797,358,3/12/2021,3/23/2021
2798,287,10/5/2022,10/11/2022
2799,147,9/29/2020,10/6/2020
,101,11/18/2021,11/23/2021
2801,62,3/26/2022,4/8/2022
2802,93,8/8/2022,8/15/2022
2803,,9/9/2021,9/23/2021
2804,217,2/18/2020,2/21/2020
2805,254,10/5/2021,10/15/2021
2806,147,7/31/2022,8/11/2022
2807,289,4/16/2021,4/21/2021
2808,248,10/30/2021,11/12/2021
2809,447,1/14/2023,1/26/2023
2810,74,5/6/2020,5/20/2020
2811,188,3/25/2020,4/6/2020
2812,,4/17/2020,4/30/2020
2813,,4/16/2021,4/21/2021
2814,156,,9/21/2022
2815,406,2/21/2020,2/28/2020
2816,397,11/27/2022,12/11/2022
2817,80,8/7/2022,8/21/2022
2818,388,12/21/2021,1/4/2022
2819,448,2/20/2019,2/28/2019
2820,189,10/28/2020,11/11/2020
2821,365,,5/25/2019
2822,416,8/24/2020,9/3/2020
2823,160,1/21/2024,1/24/2024
2824,76,7/8/2022,7/12/2022
2825,39,12/21/2019,1/2/2020
2826,340,10/24/2019,11/1/2019
2827,146,1/15/2020,1/26/2020
2828,114,9/17/2023,9/20/2023
,288,1/26/2019,1/31/2019
2830,33,6/9/2023,6/14/2023
2831,99,12/24/2021,12/29/2021
2832,191,6/16/2021,6/22/2021
2833,339,9/3/2020,9/9/2020
2834,185,5/11/2021,5/23/2021
2835,298,1/30/2023,2/13/2023
2836,224,2/25/2020,3/6/2020
,339,12/3/2022,12/12/2022
2838,113,2/10/2023,2/24/2023
2839,217,11/9/2020,11/12/2020
2840,234,10/27/2023,11/2/2023
2841,373,2/5/2021,2/11/2021
2842,162,11/7/2022,11/14/2022
2843,,1/22/2022,1/25/2022
2844,436,2/25/2021,3/5/2021
2845,170,5/25/2020,6/1/2020
2846,377,3/14/2023,3/17/2023
2847,374,10/5/2020,10/10/2020
2848,274,3/4/2019,3/16/2019
2849,154,10/27/2021,11/1/2021
2850,85,5/14/2022,5/17/2022
2851,127,9/1/2020,9/15/2020
2852,,2/28/2023,3/14/2023
2853,64,10/20/2023,11/3/2023
2854,290,2/28/2020,3/9/2020
2855,26,,4/9/2023
2856,,10/22/2021,10/26/2021
2857,337,2/27/2021,3/3/2021
2858,243,9/12/2022,9/20/2022
2859,432,6/16/2023,6/22/2023
2860,,5/4/2021,5/18/2021
2861,389,11/6/2021,11/20/2021
2862,241,7/13/2019,7/18/2019
2863,99,4/17/2022,4/21/2022
2864,35,6/27/2019,7/10/2019
2865,194,6/26/2023,7/3/2023
2866,150,11/10/2023,11/23/2023
2867,174,1/9/2024,1/19/2024
2868,392,2/3/2020,
2869,30,9/30/2021,10/3/2021
2870,336,8/5/2019,8/16/2019
2871,270,9/24/2021,10/5/2021
2872,204,2/23/2020,2/27/2020
2873,351,6/30/2020,7/11/2020
2874,410,9/6/2023,9/17/2023
2875,73,10/5/2022,10/11/2022
2876,149,8/19/2023,8/30/2023
2877,340,1/30/2024,2/11/2024
2878,434,5/16/2020,5/26/2020
2879,295,11/2/2020,11/8/2020
2880,352,2/1/2019,2/5/2019
2881,226,4/14/2019,4/24/2019
2882,303,8/8/2022,8/14/2022
2883,119,3/18/2022,3/25/2022
2884,192,4/13/2023,4/20/2023
2885,148,4/1/2019,4/13/2019
2886,230,,1/3/2022
2887,202,9/21/2019,9/24/2019
,15,1/16/2021,1/21/2021
2889,273,10/30/2023,11/5/2023
2890,129,11/7/2022,11/14/2022
2891,64,11/23/2023,12/6/2023
2892,204,6/9/2023,6/14/2023
,390,11/21/2023,12/2/2023
2894,372,11/14/2019,11/17/2019
2895,102,2/9/2022,2/18/2022
2896,111,12/15/2019,12/20/2019
2897,419,10/22/2021,10/26/2021
2898,161,6/3/2021,6/17/2021
2899,32,6/9/2023,
2900,184,12/8/2020,12/19/2020
2901,67,8/8/2022,8/22/2022
2902,62,6/21/2021,6/25/2021
2903,130,5/6/2020,5/15/2020
2904,309,12/14/2023,12/17/2023
2905,264,10/27/2020,11/3/2020
2906,,1/25/2021,2/8/2021
2907,425,11/26/2023,12/2/2023
,371,4/6/2021,4/19/2021
2909,407,,11/11/2020
2910,361,5/10/2019,5/20/2019
2911,76,6/27/2019,7/8/2019
,370,11/6/2021,11/19/2021
2913,282,8/13/2023,8/24/2023
2914,307,12/25/2022,1/5/2023
2915,357,8/9/2023,8/15/2023
2916,69,9/5/2022,9/17/2022
2917,339,9/15/2023,9/27/2023
2918,434,7/25/2021,8/2/2021
2919,204,4/17/2019,4/24/2019
2920,116,6/10/2021,6/23/2021
2921,381,10/5/2020,10/14/2020
2922,139,6/22/2021,7/1/2021
2923,432,11/27/2019,12/4/2019
2924,391,9/12/2023,9/25/2023
,357,4/15/2021,4/27/2021
2926,242,9/4/2023,9/18/2023
2927,316,5/26/2019,5/30/2019
2928,268,1/13/2023,1/18/2023
2929,299,4/30/2023,5/8/2023
2930,,3/14/2020,3/18/2020
2931,,8/8/2022,8/22/2022
,272,5/27/2022,6/2/2022
2933,223,4/2/2020,4/10/2020
2934,38,,9/12/2022
2935,171,12/6/2022,12/11/2022
2936,360,12/12/2020,12/18/2020
2937,237,11/5/2020,11/12/2020
2938,291,9/23/2020,10/4/2020
2939,,5/4/2021,5/18/2021
2940,40,4/24/2022,5/2/2022
2941,279,3/26/2021,4/5/2021
2942,110,6/14/2021,6/24/2021
2943,446,11/9/2021,11/12/2021
2944,407,8/20/2023,8/29/2023
2945,335,3/26/2022,4/8/2022
2946,303,3/26/2023,4/8/2023
2947,188,9/3/2022,9/12/2022
2948,149,5/10/2019,5/24/2019
2949,177,12/9/2021,12/18/2021
2950,427,11/1/2020,11/15/2020
2951,303,2/7/2019,2/20/2019
2952,34,3/19/2023,4/2/2023
2953,16,3/14/2023,3/17/2023
2954,250,2/20/2020,3/2/2020
2955,239,2/21/2020,2/28/2020
,85,6/9/2021,6/19/2021
2957,109,5/5/2019,5/17/2019
2958,320,4/22/2023,4/26/2023
2959,280,7/10/2020,7/23/2020
2960,294,10/28/2020,
2961,284,3/20/2023,3/28/2023
2962,268,7/8/2019,7/12/2019
2963,446,8/11/2022,8/18/2022
2964,101,9/30/2023,
2965,350,12/25/2023,
2966,307,1/23/2022,1/27/2022
2967,192,5/16/2019,5/22/2019
2968,356,10/1/2019,10/6/2019
2969,102,10/7/2020,10/11/2020
2970,194,3/25/2023,
2971,247,1/29/2023,2/3/2023
2972,28,4/24/2022,5/7/2022
2973,279,9/11/2021,9/24/2021
2974,427,10/30/2021,11/12/2021
2975,73,11/23/2023,12/6/2023
2976,394,8/9/2022,8/16/2022
2977,179,7/3/2020,7/17/2020
2978,,12/9/2020,12/13/2020
2979,23,8/30/2019,9/13/2019
2980,166,12/1/2020,12/8/2020
2981,362,3/26/2020,4/9/2020
2982,429,9/15/2022,
2983,287,4/14/2019,4/21/2019
2984,389,12/5/2023,12/15/2023
2985,49,,10/12/2021
2986,382,11/18/2023,11/22/2023
2987,167,1/11/2023,1/19/2023
2988,417,11/12/2021,11/16/2021
2989,130,7/5/2019,7/19/2019
2990,337,,1/25/2019
,31,6/24/2019,7/6/2019
2992,338,8/8/2022,8/15/2022
2993,411,11/4/2022,11/13/2022
2994,445,1/15/2020,
2995,130,3/20/2022,3/31/2022
2996,428,12/10/2022,12/19/2022
2997,400,12/12/2022,12/22/2022
2998,215,1/18/2023,2/1/2023
,185,10/12/2021,10/15/2021
3000,222,7/8/2022,7/12/2022
3001,2,10/30/2021,11/9/2021
3002,155,9/5/2022,9/17/2022
3003,359,11/22/2022,12/6/2022
3004,209,3/14/2022,3/26/2022
3005,303,2/14/2023,2/20/2023
3006,388,3/7/2023,3/20/2023
3007,,11/26/2021,12/1/2021
3008,432,9/7/2019,9/14/2019
3009,286,12/15/2019,12/18/2019
,10,8/26/2023,9/3/2023
3011,45,,4/28/2020
3012,81,1/29/2021,2/2/2021
3013,444,4/7/2019,4/17/2019
3014,144,12/28/2022,1/10/2023
3015,229,1/6/2022,1/12/2022
3016,48,11/13/2019,
3017,277,2/6/2019,2/19/2019
3018,365,3/8/2023,3/17/2023
3019,323,11/30/2020,
3020,263,2/20/2020,3/2/2020
3021,282,9/26/2023,9/29/2023
3022,74,9/8/2022,9/11/2022
,437,10/13/2019,10/22/2019
3024,275,8/16/2021,8/23/2021
3025,99,11/3/2020,11/15/2020
3026,50,3/6/2023,3/11/2023
3027,223,6/22/2021,7/6/2021
3028,398,2/26/2019,
3029,285,11/24/2022,12/7/2022
3030,169,10/11/2020,10/15/2020
3031,75,7/13/2019,7/18/2019
3032,195,10/19/2019,10/24/2019
3033,133,7/14/2022,
3034,103,,5/21/2021
3035,386,9/3/2019,
3036,166,10/10/2023,10/13/2023
3037,441,6/26/2019,
3038,185,11/6/2019,11/10/2019
3039,66,10/27/2022,11/2/2022
3040,9,3/1/2019,3/12/2019
3041,384,8/31/2023,9/11/2023
3042,48,9/27/2021,10/10/2021
3043,157,4/13/2020,4/20/2020
3044,388,11/10/2020,11/18/2020
3045,72,10/17/2020,10/28/2020
3046,190,11/1/2022,11/4/2022
3047,385,12/14/2023,12/17/2023
3048,305,9/7/2022,9/18/2022
3049,75,12/14/2022,12/17/2022
3050,401,3/1/2019,3/7/2019
3051,256,5/30/2021,6/2/2021
3052,379,10/17/2020,10/31/2020
,142,5/28/2021,6/5/2021
3054,359,8/25/2022,9/2/2022
3055,448,7/8/2020,7/14/2020
3056,68,6/4/2019,6/15/2019
3057,58,7/14/2020,7/26/2020
3058,26,4/16/2023,4/22/2023
3059,383,4/23/2023,5/4/2023
3060,122,8/26/2023,9/3/2023
3061,118,4/25/2020,5/9/2020
3062,,8/12/2021,8/22/2021
3063,1,6/14/2021,6/18/2021
3064,153,6/11/2021,6/17/2021
3065,437,3/19/2022,3/24/2022
3066,271,7/13/2023,7/24/2023
3067,196,9/3/2019,9/9/2019
3068,237,6/20/2020,
3069,242,4/17/2023,4/30/2023
3070,428,8/4/2020,8/17/2020
3071,368,5/31/2020,6/6/2020
3072,88,3/22/2023,4/1/2023
3073,110,4/15/2021,4/27/2021
3074,386,5/11/2021,5/23/2021
3075,292,11/7/2019,11/16/2019
3076,225,3/25/2020,4/6/2020
3077,350,7/10/2019,
3078,286,8/8/2022,8/22/2022
3079,233,3/12/2020,3/22/2020
3080,363,5/18/2020,5/22/2020
3081,137,9/22/2022,9/28/2022
3082,51,9/3/2020,9/16/2020
3083,,8/31/2022,9/12/2022
3084,11,7/31/2020,8/3/2020
3085,185,2/20/2023,3/4/2023
3086,68,2/24/2022,3/10/2022
3087,232,5/10/2020,5/21/2020
3088,389,9/5/2022,9/17/2022
3089,88,3/7/2022,3/10/2022
3090,44,2/16/2022,2/21/2022
3091,101,12/28/2022,1/10/2023
3092,103,11/20/2020,11/24/2020
3093,40,6/26/2019,
3094,204,5/6/2020,5/20/2020
3095,212,9/7/2019,
3096,235,5/4/2022,5/8/2022
3097,341,3/4/2019,3/14/2019
3098,,9/10/2021,9/13/2021
3099,68,11/6/2021,11/19/2021
,206,5/28/2020,6/7/2020
3101,65,10/28/2020,11/6/2020
3102,,2/21/2019,3/4/2019
3103,202,10/21/2020,11/3/2020
3104,41,,1/24/2020
3105,58,9/14/2019,9/22/2019
