ruid,rid,startdate,enddate
2749,423,2021-04-05,2021-04-10
2750,236,2021-02-26,2021-03-04
2751,46,2022-06-21,2022-06-29
2752,434,2022-11-30,2022-12-09
2753,47,2020-01-15,2020-01-26
2754,47,2020-10-03,2020-10-15
2755,364,2021-04-19,2021-04-22
2757,401,2020-01-24,2020-01-28
2758,15,2023-01-29,2023-02-01
2760,442,2020-06-13,2020-06-27
2762,132,2020-08-27,2020-09-09
2763,315,2021-11-27,2021-12-08
2764,309,2019-03-07,2019-03-17
2765,357,2023-06-09,2023-06-14
2766,73,2022-11-26,2022-12-01
2767,324,2023-03-12,2023-03-24
2769,120,2019-07-31,2019-08-08
2770,78,2022-02-18,2022-02-21
2771,217,2020-01-11,2020-01-19
2772,390,2023-07-22,2023-07-27
2773,230,2022-01-19,2022-01-29
2774,246,2019-04-18,2019-04-24
2775,377,2019-11-06,2019-11-10
2777,188,2021-11-12,2021-11-15
2778,9,2020-03-04,2020-03-17
2779,93,2019-01-24,2019-02-04
2780,339,2021-03-14,2021-03-25
2781,350,2023-10-19,2023-10-26
2782,128,2021-11-26,2021-11-29
2783,283,2021-08-15,2021-08-23
2784,430,2020-10-04,2020-10-08
2785,45,2019-11-05,2019-11-12
2786,198,2023-10-15,2023-10-22
2787,63,2022-07-04,2022-07-17
2788,320,2021-11-12,2021-11-16
2789,305,2023-03-25,2023-04-08
2790,364,2023-08-28,2023-09-09
2791,362,2023-06-25,2023-06-28
2792,347,2021-09-09,2021-09-23
2793,117,2022-03-19,2022-03-31
2794,358,2022-01-19,2022-01-29
2795,46,2023-06-09,2023-06-18
2796,27,2023-06-26,2023-07-03
2797,358,2021-03-12,2021-03-23
2798,287,2022-10-05,2022-10-11
2799,147,2020-09-29,2020-10-06
2801,62,2022-03-26,2022-04-08
2802,93,2022-08-08,2022-08-15
2804,217,2020-02-18,2020-02-21
2805,254,2021-10-05,2021-10-15
2806,147,2022-07-31,2022-08-11
2807,289,2021-05-16,2021-05-21
2808,248,2021-10-30,2021-11-12
2809,447,2023-01-14,2023-01-26
2810,74,2020-05-06,2020-05-20
2811,188,2020-03-25,2020-04-06
2815,406,2020-02-21,2020-02-28
2816,397,2022-11-27,2022-12-11
2817,80,2022-08-07,2022-08-21
2818,388,2021-12-21,2022-01-04
2819,448,2019-02-20,2019-02-28
2820,189,2020-10-28,2020-11-11
2822,416,2020-08-24,2020-09-03
2823,160,2024-01-21,2024-01-24
2824,76,2022-07-08,2022-07-12
2825,39,2019-12-21,2020-01-02
2826,340,2019-10-24,2019-11-01
2827,146,2020-01-15,2020-01-26
2828,114,2023-09-17,2023-09-20
2830,33,2023-06-09,2023-06-14
2831,99,2021-12-24,2021-12-29
2832,191,2021-06-16,2021-06-22
2833,339,2020-09-03,2020-09-09
2834,185,2021-05-11,2021-05-23
2835,298,2023-01-30,2023-02-13
2836,224,2020-02-25,2020-03-06
2838,113,2023-02-10,2023-02-24
2839,217,2020-11-09,2020-11-12
2840,234,2023-10-27,2023-11-02
2841,373,2021-02-05,2021-02-11
2842,162,2022-11-07,2022-11-14
2844,436,2021-02-25,2021-03-05
2845,170,2020-05-25,2020-06-01
2846,377,2023-03-14,2023-03-17
2847,374,2020-10-05,2020-10-10
2848,274,2019-03-04,2019-03-16
2849,154,2021-10-27,2021-11-01
2850,85,2022-05-14,2022-05-17
2851,127,2020-09-01,2020-09-15
2853,64,2023-10-20,2023-11-03
2854,290,2020-02-28,2020-03-09
2857,337,2021-02-27,2021-03-03
2858,243,2022-09-12,2022-09-20
2859,432,2023-06-16,2023-06-22
2861,389,2021-11-06,2021-11-20
2862,241,2019-07-13,2019-07-18
2863,99,2022-04-17,2022-04-21
2864,35,2019-06-27,2019-07-10
2865,194,2023-06-26,2023-07-03
2866,150,2023-11-10,2023-11-23
2867,174,2024-01-09,2024-01-19
2869,30,2021-09-30,2021-10-03
2870,336,2019-08-05,2019-08-16
2871,270,2021-09-24,2021-10-05
2872,204,2020-02-23,2020-02-27
2873,351,2020-06-30,2020-07-11
2874,410,2023-09-06,2023-09-17
2875,73,2022-10-05,2022-10-11
2876,149,2023-08-19,2023-08-30
2877,340,2024-01-30,2024-02-11
2878,434,2020-05-16,2020-05-26
2879,295,2020-11-02,2020-11-08
2880,352,2019-02-01,2019-02-05
2881,226,2019-04-14,2019-04-24
2882,303,2022-08-08,2022-08-14
2883,119,2022-03-18,2022-03-25
2884,192,2023-04-13,2023-04-20
2885,148,2019-04-01,2019-04-13
2887,202,2019-09-21,2019-09-24
2889,273,2023-10-30,2023-11-05
2890,129,2022-11-07,2022-11-14
2891,64,2023-11-23,2023-12-06
2892,204,2023-06-09,2023-06-14
2894,372,2019-11-14,2019-11-17
2895,102,2022-02-09,2022-02-18
2896,111,2019-12-15,2019-12-20
2897,419,2021-10-22,2021-10-26
2898,161,2021-06-03,2021-06-17
2900,184,2020-12-08,2020-12-19
2901,67,2022-08-08,2022-08-22
2902,62,2021-06-21,2021-06-25
2903,130,2020-05-06,2020-05-15
2904,309,2023-12-14,2023-12-17
2905,264,2020-10-27,2020-11-03
2907,425,2023-11-26,2023-12-02
2910,361,2019-05-10,2019-05-20
2911,76,2019-06-27,2019-07-08
2913,282,2023-08-13,2023-08-24
2914,307,2022-12-25,2023-01-05
2915,357,2023-08-09,2023-08-15
2916,69,2022-09-05,2022-09-17
2917,339,2023-09-15,2023-09-27
2918,434,2021-07-25,2021-08-02
2919,204,2019-04-17,2019-04-24
2920,116,2021-06-10,2021-06-23
2921,381,2020-10-05,2020-10-14
2922,139,2021-06-22,2021-07-01
2923,432,2019-11-27,2019-12-04
2924,391,2023-09-12,2023-09-25
2926,242,2023-09-04,2023-09-18
2927,316,2019-05-26,2019-05-30
2928,268,2023-01-13,2023-01-18
2929,299,2023-04-30,2023-05-08
2933,223,2020-04-02,2020-04-10
2935,171,2022-12-06,2022-12-11
2936,360,2021-01-12,2021-01-18
2937,237,2020-11-05,2020-11-12
2938,291,2020-09-23,2020-10-04
2940,40,2022-04-24,2022-05-02
2941,279,2021-03-26,2021-04-05
2942,110,2021-06-14,2021-06-24
2943,446,2021-11-09,2021-11-12
2944,407,2023-08-20,2023-08-29
2945,335,2022-03-26,2022-04-08
2946,303,2023-03-26,2023-04-08
2947,188,2022-09-03,2022-09-12
2948,149,2019-05-10,2019-05-24
2949,177,2021-12-09,2021-12-18
2950,427,2020-11-01,2020-11-15
2951,303,2019-02-07,2019-02-20
2952,34,2023-03-19,2023-04-02
2953,16,2023-03-14,2023-03-17
2954,250,2020-02-20,2020-03-02
2955,239,2020-02-21,2020-02-28
2957,109,2019-05-05,2019-05-17
2958,320,2023-04-22,2023-04-26
2959,280,2020-07-10,2020-07-23
2961,284,2023-03-20,2023-03-28
2962,268,2019-07-08,2019-07-12
2963,446,2022-08-11,2022-08-18
2966,307,2022-01-23,2022-01-27
2967,192,2019-05-16,2019-05-22
2968,356,2019-10-01,2019-10-06
2969,102,2020-10-07,2020-10-11
2971,247,2023-01-29,2023-02-03
2972,28,2022-04-24,2022-05-07
2973,279,2021-09-11,2021-09-24
2974,427,2021-10-30,2021-11-12
2975,73,2023-11-23,2023-12-06
2976,394,2022-08-09,2022-08-16
2977,179,2020-07-03,2020-07-17
2979,23,2019-08-30,2019-09-13
2980,166,2020-12-01,2020-12-08
2981,362,2020-03-26,2020-04-09
2983,287,2019-04-14,2019-04-21
2984,389,2023-12-05,2023-12-15
2986,382,2023-12-18,2023-12-22
2987,167,2023-01-11,2023-01-19
2988,417,2021-11-12,2021-11-16
2989,130,2019-07-05,2019-07-19
2992,338,2022-08-08,2022-08-15
2993,411,2022-11-04,2022-11-13
2995,130,2022-03-20,2022-03-31
2996,428,2022-12-10,2022-12-19
2997,400,2022-12-12,2022-12-22
2998,215,2023-01-18,2023-02-01
3000,222,2022-07-08,2022-07-12
3001,2,2021-10-30,2021-11-09
3002,155,2022-09-05,2022-09-17
3003,359,2022-11-22,2022-12-06
3004,209,2022-03-14,2022-03-26
3005,303,2023-02-14,2023-02-20
3006,388,2023-03-07,2023-03-20
3008,432,2019-09-07,2019-09-14
3009,286,2019-12-15,2019-12-18
3012,81,2021-01-29,2021-02-02
3013,444,2019-04-07,2019-04-17
3014,144,2022-12-28,2023-01-10
3015,229,2022-01-06,2022-01-12
3017,277,2019-02-06,2019-02-19
3018,365,2023-03-08,2023-03-17
3020,263,2020-02-20,2020-03-02
3021,282,2023-09-26,2023-09-29
3022,74,2022-09-08,2022-09-11
3024,275,2021-08-16,2021-08-23
3025,99,2020-11-03,2020-11-15
3026,50,2023-03-06,2023-03-11
3027,223,2021-07-22,2021-08-06
3029,285,2022-11-24,2022-12-07
3030,169,2020-10-11,2020-10-15
3031,75,2019-07-13,2019-07-18
3032,195,2019-10-19,2019-10-24
3036,166,2023-10-10,2023-10-13
3038,185,2019-11-06,2019-11-10
3039,66,2022-10-27,2022-11-02
3040,9,2019-03-01,2019-03-12
3041,384,2023-08-31,2023-09-11
3042,48,2021-09-27,2021-10-10
3043,157,2020-04-13,2020-04-20
3044,388,2020-11-10,2020-11-18
3045,72,2020-10-17,2020-10-28
3046,190,2022-11-01,2022-11-04
3047,385,2023-12-14,2023-12-17
3048,305,2022-09-07,2022-09-18
3049,75,2022-12-14,2022-12-17
3050,401,2019-03-01,2019-03-07
3051,256,2021-05-30,2021-06-02
3052,379,2020-10-17,2020-10-31
3054,359,2022-08-25,2022-09-02
3055,448,2020-07-08,2020-07-14
3056,68,2019-06-04,2019-06-15
3057,58,2020-07-14,2020-07-26
3058,26,2023-04-16,2023-04-22
3059,383,2023-04-23,2023-05-04
3060,122,2023-08-26,2023-09-03
3061,118,2020-04-25,2020-05-09
3063,1,2021-06-14,2021-06-18
3064,153,2021-06-11,2021-06-17
3065,437,2022-03-19,2022-03-24
3066,271,2023-11-13,2023-11-24
3067,196,2019-09-03,2019-09-09
3069,242,2023-04-17,2023-04-30
3070,428,2020-08-04,2020-08-17
3071,368,2020-05-31,2020-06-06
3072,88,2023-03-22,2023-04-01
3073,110,2021-04-15,2021-04-27
3074,386,2021-05-11,2021-05-23
3075,292,2019-11-07,2019-11-16
3076,225,2020-03-25,2020-04-06
3078,286,2022-08-08,2022-08-22
3079,233,2020-03-12,2020-03-22
3080,363,2020-05-18,2020-05-22
3081,137,2022-09-22,2022-09-28
3082,51,2020-09-03,2020-09-16
3084,11,2020-07-31,2020-08-03
3085,185,2023-02-20,2023-03-04
3086,68,2022-02-24,2022-03-10
3087,232,2020-06-10,2020-06-21
3088,389,2022-09-05,2022-09-17
3089,88,2022-03-07,2022-03-10
3090,44,2022-02-16,2022-02-21
3091,101,2022-12-28,2023-01-10
3092,103,2020-11-20,2020-11-24
3094,204,2020-05-06,2020-05-20
3096,235,2022-05-04,2022-05-08
3097,341,2019-03-04,2019-03-14
3099,68,2021-11-06,2021-11-19
3101,65,2020-10-28,2020-11-06
3103,202,2020-10-21,2020-11-03
3105,58,2019-09-14,2019-09-22
3106,283,2021-03-13,2021-03-18
3107,261,2023-01-05,2023-01-09
3109,54,2024-01-27,2024-02-07
3110,71,2022-05-18,2022-05-31
3111,70,2022-09-07,2022-09-18
3112,432,2019-11-01,2019-11-04
3113,361,2022-10-07,2022-10-20
3114,405,2020-02-09,2020-02-15
3115,76,2020-02-15,2020-02-18
3116,100,2021-01-30,2021-02-03
3117,55,2019-04-01,2019-04-05
3118,230,2022-10-07,2022-10-20
3119,45,2021-12-20,2022-01-02
3120,305,2021-11-09,2021-11-12
3121,169,2021-05-31,2021-06-10
3122,209,2023-04-13,2023-04-20
3123,43,2021-04-13,2021-04-23
3124,293,2022-05-08,2022-05-15
3125,72,2023-10-05,2023-10-15
3126,140,2019-06-20,2019-07-01
3127,299,2023-10-20,2023-11-03
3128,413,2021-09-11,2021-09-24
3129,36,2021-07-17,2021-07-27
3131,64,2020-11-30,2020-12-09
3132,65,2021-10-05,2021-10-15
3134,221,2023-03-08,2023-03-17
3135,42,2023-10-14,2023-10-25
3136,17,2022-12-01,2022-12-13
3137,360,2020-12-16,2020-12-23
3138,11,2022-12-11,2022-12-18
3140,18,2021-03-12,2021-03-23
3141,99,2020-08-15,2020-08-22
3142,430,2019-11-06,2019-11-10
3143,339,2021-05-24,2021-06-04
3144,228,2023-05-30,2023-06-07
3147,351,2021-09-27,2021-10-10
3148,21,2022-05-10,2022-05-24
3150,22,2020-05-18,2020-05-22
3151,250,2019-09-10,2019-09-18
3152,106,2023-06-30,2023-07-07
3153,100,2023-11-08,2023-11-17
3155,277,2020-10-08,2020-10-19
3157,332,2019-11-29,2019-12-08
3158,136,2022-10-09,2022-10-23
3160,400,2022-02-01,2022-02-06
3161,208,2020-07-23,2020-07-29
3162,177,2020-12-14,2020-12-19
3163,445,2021-12-31,2022-01-04
3165,162,2022-11-27,2022-12-07
3166,134,2021-05-07,2021-05-15
3167,163,2022-09-05,2022-09-17
3168,393,2019-12-23,2020-01-05
3171,78,2019-12-14,2019-12-17
3172,246,2023-05-20,2023-05-31
3173,263,2019-02-03,2019-02-16
3174,142,2020-06-02,2020-06-13
3175,106,2023-06-18,2023-06-30
3176,308,2021-10-15,2021-10-28
3181,295,2019-06-27,2019-07-08
3183,76,2023-08-08,2023-08-11
3184,285,2022-08-21,2022-08-26
3185,96,2022-01-19,2022-01-22
3186,111,2019-02-04,2019-02-15
3187,146,2021-08-04,2021-08-10
3188,437,2021-09-24,2021-10-05
3190,201,2019-12-24,2020-01-01
3192,70,2020-10-27,2020-11-03
3193,242,2020-07-09,2020-07-20
3194,398,2019-08-31,2019-09-09
3195,46,2020-01-21,2020-02-01
3196,444,2021-10-05,2021-10-15
3197,152,2019-07-21,2019-07-30
3198,11,2022-11-08,2022-11-21
3200,88,2021-09-05,2021-09-13
3201,384,2020-10-28,2020-11-09
3202,74,2022-11-20,2022-11-27
3203,54,2020-03-21,2020-03-24
3205,151,2020-03-12,2020-03-24
3206,394,2020-06-04,2020-06-09
3208,156,2021-07-23,2021-08-05
3209,118,2020-02-25,2020-03-06
3210,167,2023-12-05,2023-12-11
3211,200,2020-05-26,2020-06-02
3212,378,2023-04-16,2023-04-22
3216,62,2023-06-25,2023-06-28
3217,390,2019-09-14,2019-09-22
3218,44,2021-08-17,2021-08-20
3220,401,2019-09-03,2019-09-10
3221,414,2019-08-30,2019-09-13
3222,436,2022-06-14,2022-06-28
3223,46,2020-10-11,2020-10-15
3225,153,2019-05-10,2019-05-20
3226,147,2022-08-17,2022-08-22
3227,197,2020-10-21,2020-10-24
3228,392,2021-12-27,2022-01-03
3229,146,2023-04-09,2023-04-14
3231,339,2022-05-02,2022-05-11
3232,299,2021-06-14,2021-06-24
3233,246,2019-10-11,2019-10-24
3234,208,2021-11-05,2021-11-10
3235,12,2019-11-10,2019-11-17
3236,312,2020-10-28,2020-11-09
3237,111,2019-09-16,2019-09-25
3238,418,2021-02-26,2021-03-04
3239,125,2019-12-15,2019-12-20
3240,13,2021-06-20,2021-07-03
3241,261,2020-09-02,2020-09-09
3242,325,2019-10-13,2019-10-22
3243,265,2019-03-17,2019-03-20
3244,129,2023-01-28,2023-02-10
3245,276,2023-01-01,2023-01-06
3246,211,2023-12-12,2023-12-26
3247,37,2023-08-03,2023-08-15
3248,341,2021-08-12,2021-08-22
3249,259,2020-03-25,2020-04-06
3250,211,2023-11-18,2023-11-22
3252,73,2020-09-30,2020-10-10
3254,152,2021-01-30,2021-02-03
3255,12,2021-08-23,2021-09-05
3256,177,2020-02-14,2020-02-19
3257,306,2023-11-11,2023-11-15
3258,412,2020-10-07,2020-10-11
3260,207,2020-02-28,2020-03-09
3261,29,2019-02-02,2019-02-07
3262,67,2021-09-05,2021-09-11
3263,421,2023-11-27,2023-12-11
3264,444,2020-05-25,2020-05-30
3266,206,2019-03-25,2019-04-04
3267,258,2020-07-12,2020-07-25
3269,202,2023-08-23,2023-08-26
3273,39,2020-11-20,2020-12-04
3274,367,2022-10-27,2022-11-09
3275,390,2023-05-15,2023-05-28
3276,83,2023-11-02,2023-11-05
3277,163,2023-02-27,2023-03-12
3278,56,2021-03-28,2021-04-05
3279,5,2021-01-29,2021-02-02
3280,176,2022-02-18,2022-02-21
3281,440,2021-11-05,2021-11-10
3282,135,2022-12-02,2022-12-06
3283,192,2023-08-19,2023-08-30
3284,369,2022-10-29,2022-11-07
3285,359,2019-01-26,2019-02-08
3286,153,2021-02-05,2021-02-11
3288,171,2022-12-02,2022-12-06
3289,370,2021-06-23,2021-06-26
3290,341,2019-08-25,2019-09-04
3291,398,2020-07-12,2020-07-23
3292,244,2021-01-16,2021-01-21
3293,423,2019-12-30,2020-01-09
3294,388,2019-08-16,2019-08-21
3296,138,2021-09-15,2021-09-19
3298,270,2020-03-19,2020-03-22
3300,193,2021-05-09,2021-05-21
3302,398,2020-10-12,2020-10-17
3303,227,2022-01-06,2022-01-12
3304,5,2020-10-27,2020-11-03
3305,369,2020-06-15,2020-06-19
3306,366,2021-03-05,2021-03-17
3307,261,2019-10-24,2019-11-01
3309,78,2019-11-09,2019-11-15
3310,62,2022-11-21,2022-11-24
3311,33,2020-07-10,2020-07-23
3312,411,2021-10-30,2021-11-11
3313,132,2021-03-18,2021-03-29
3314,226,2023-10-17,2023-10-20
3316,224,2020-07-14,2020-07-26
3317,345,2023-09-30,2023-10-08
3318,177,2020-01-10,2020-01-24
3319,183,2023-11-08,2023-11-21
3321,440,2020-03-14,2020-03-18
3323,339,2022-02-25,2022-03-04
3324,183,2022-07-03,2022-07-07
3326,17,2020-02-01,2020-02-05
3327,220,2022-10-26,2022-11-03
3328,198,2023-12-19,2023-12-22
3329,133,2019-12-07,2019-12-17
3331,354,2023-06-18,2023-06-26
3332,104,2022-11-17,2022-11-27
3333,413,2019-05-25,2019-05-29
3334,302,2020-06-30,2020-07-11
3335,117,2023-01-28,2023-02-10
3336,331,2021-02-25,2021-03-05
3337,289,2021-04-06,2021-04-19
3339,396,2021-07-10,2021-07-14
3340,378,2020-11-17,2020-12-01
3341,426,2022-01-20,2022-02-02
3342,297,2021-04-05,2021-04-10
3343,29,2019-11-07,2019-11-20
3344,446,2019-08-16,2019-08-24
3345,108,2023-06-09,2023-06-15
3346,441,2023-02-10,2023-02-24
3347,172,2022-03-10,2022-03-15
3348,22,2021-03-13,2021-03-18
3349,154,2021-07-19,2021-07-24
3351,242,2020-06-09,2020-06-20
3352,225,2022-05-02,2022-05-11
3353,334,2021-11-11,2021-11-25
3354,298,2023-08-21,2023-08-28
3355,253,2022-02-18,2022-02-21
3356,425,2021-10-20,2021-10-30
3358,349,2023-05-30,2023-06-07
3359,366,2021-01-10,2021-01-16
3360,183,2023-07-24,2023-08-07
3361,335,2021-04-28,2021-05-03
3362,33,2019-10-01,2019-10-09
3363,156,2023-05-12,2023-05-22
3364,113,2019-01-30,2019-02-09
3366,86,2022-04-18,2022-04-21
3367,243,2023-05-04,2023-05-16
3368,224,2020-02-03,2020-02-17
3369,325,2020-04-10,2020-04-15
3370,5,2019-05-23,2019-05-28
3371,266,2020-02-18,2020-02-21
3373,223,2019-07-15,2019-07-26
3374,445,2019-05-16,2019-05-30
3375,270,2021-08-18,2021-08-26
3376,333,2020-01-19,2020-02-02
3377,106,2019-06-04,2019-06-15
3378,201,2021-05-22,2021-06-04
3380,391,2020-02-15,2020-02-18
3381,100,2021-07-13,2021-07-23
3382,374,2022-08-08,2022-08-22
3383,339,2022-08-09,2022-08-16
3384,44,2023-05-25,2023-05-30
3385,19,2022-03-29,2022-04-05
3386,371,2020-05-15,2020-05-19
3387,65,2022-11-01,2022-11-04
3388,431,2022-08-02,2022-08-08
3389,209,2019-05-23,2019-06-02
3390,187,2019-12-04,2019-12-10
3393,263,2023-06-26,2023-07-03
3394,195,2020-11-12,2020-11-18
3395,383,2021-09-03,2021-09-11
3398,86,2019-12-21,2019-12-24
3399,435,2021-06-17,2021-06-20
3400,208,2020-07-03,2020-07-17
3402,396,2023-02-05,2023-02-17
3404,446,2021-04-17,2021-04-20
3405,222,2020-08-07,2020-08-16
3406,42,2021-07-19,2021-07-24
3407,211,2023-09-30,2023-10-12
3410,193,2022-10-03,2022-10-08
3412,74,2020-06-28,2020-07-07
3413,411,2020-11-26,2020-12-03
3414,266,2021-10-01,2021-10-09
3416,444,2022-06-07,2022-06-20
3417,378,2020-10-28,2020-11-11
3418,47,2023-10-18,2023-10-21
3419,49,2021-02-15,2021-02-26
3422,159,2024-01-28,2024-02-02
3423,428,2021-06-16,2021-06-22
3424,378,2021-12-06,2021-12-10
3425,125,2019-02-08,2019-02-13
3426,85,2019-10-26,2019-10-29
3428,117,2022-09-15,2022-09-21
3429,165,2023-11-08,2023-11-17
3430,55,2020-09-01,2020-09-11
3432,130,2021-10-30,2021-11-11
3433,423,2023-01-13,2023-01-18
3434,81,2023-05-25,2023-06-01
3435,404,2020-09-12,2020-09-24
3436,366,2022-12-29,2023-01-09
3437,146,2022-09-03,2022-09-12
3438,157,2021-10-07,2021-10-17
3439,346,2023-12-02,2023-12-10
3440,346,2019-12-24,2019-12-27
3441,274,2021-03-25,2021-04-02
3442,198,2022-04-04,2022-04-14
3443,254,2022-03-07,2022-03-10
3445,445,2022-10-18,2022-10-27
3446,181,2019-02-09,2019-02-14
3448,316,2020-12-09,2020-12-21
3449,171,2023-09-13,2023-09-26
3450,83,2022-05-24,2022-05-29
3451,377,2021-01-10,2021-01-13
3453,233,2020-01-10,2020-01-24
3454,301,2020-05-07,2020-05-14
3455,25,2021-06-22,2021-07-06
3456,320,2019-10-31,2019-11-14
3458,27,2020-10-28,2020-11-11
3459,272,2023-03-15,2023-03-19
3460,23,2021-01-10,2021-01-13
3461,24,2022-09-13,2022-09-19
3462,227,2020-11-20,2020-12-04
3463,328,2023-09-30,2023-10-05
3465,81,2021-03-05,2021-03-17
3467,137,2019-05-28,2019-06-09
3468,257,2021-12-18,2021-12-23
3469,362,2022-03-09,2022-03-21
3470,381,2023-04-09,2023-04-14
3471,243,2020-03-23,2020-04-04
3472,253,2020-07-16,2020-07-28
3473,235,2023-09-30,2023-10-08
3474,173,2022-04-24,2022-05-02
3475,415,2023-07-10,2023-07-15
3476,299,2019-10-27,2019-11-03
3477,382,2024-01-21,2024-01-30
3478,310,2022-03-19,2022-03-31
3479,154,2020-06-02,2020-06-13
3480,295,2023-05-20,2023-05-29
3481,346,2023-04-13,2023-04-20
3482,344,2023-02-08,2023-02-15
3483,355,2022-09-04,2022-09-17
3484,423,2021-10-27,2021-11-01
3485,356,2021-01-17,2021-01-26
3486,92,2023-04-30,2023-05-14
3487,372,2022-09-05,2022-09-17
3490,363,2019-06-04,2019-06-15
3491,430,2023-04-29,2023-05-09
3492,93,2022-12-28,2023-01-10
3493,303,2023-04-17,2023-04-30
3494,231,2023-12-14,2023-12-17
3495,104,2019-09-30,2019-10-11
3496,437,2021-04-14,2021-04-28
3497,357,2019-03-31,2019-04-12
3499,365,2019-02-02,2019-02-09
3500,239,2021-02-04,2021-02-11
3501,79,2020-05-28,2020-06-07
3503,116,2020-12-16,2020-12-27
3504,399,2019-02-21,2019-03-04
3505,81,2023-03-27,2023-04-07
3506,153,2022-06-09,2022-06-13
3507,60,2021-02-03,2021-02-09
3508,32,2019-01-09,2019-01-21
3509,86,2022-12-13,2022-12-21
3510,255,2020-08-15,2020-08-22
3511,412,2019-03-11,2019-03-23
3513,168,2023-01-09,2023-01-20
3514,94,2019-05-25,2019-06-07
3515,239,2024-02-03,2024-02-10
3517,155,2022-06-05,2022-06-14
3519,366,2021-12-06,2021-12-10
3520,219,2020-09-09,2020-09-14
3521,322,2021-02-23,2021-03-03
3522,308,2023-07-31,2023-08-06
3524,24,2019-05-29,2019-06-11
3525,237,2021-07-21,2021-07-24
3528,327,2019-06-11,2019-06-23
3530,330,2021-12-06,2021-12-20
3531,148,2022-03-10,2022-03-15
3534,395,2023-04-13,2023-04-21
3535,432,2022-10-18,2022-10-21
3536,219,2021-08-16,2021-08-23
3537,87,2019-08-25,2019-09-04
3538,418,2020-07-01,2020-07-04
3540,439,2021-09-10,2021-09-15
3541,380,2019-05-16,2019-05-28
3542,84,2023-04-13,2023-04-20
3544,101,2019-04-03,2019-04-15
3545,30,2023-02-28,2023-03-14
3547,1,2021-10-12,2021-10-15
3549,441,2019-03-14,2019-03-27
3550,46,2020-01-11,2020-01-19
3552,11,2021-07-19,2021-07-24
3553,6,2021-06-09,2021-06-19
3554,61,2022-02-16,2022-02-21
3555,196,2022-11-22,2022-12-06
3556,173,2021-02-03,2021-02-12
3557,84,2023-10-14,2023-10-28
3558,435,2019-08-31,2019-09-09
3559,134,2023-07-15,2023-07-19
3560,190,2019-05-20,2019-05-23
3561,16,2021-11-07,2021-11-19
3562,288,2019-11-17,2019-11-20
3563,355,2023-10-15,2023-10-22
3564,331,2020-05-06,2020-05-10
3565,82,2020-02-18,2020-02-21
3566,42,2019-03-17,2019-03-20
3567,361,2023-03-17,2023-03-30
3568,116,2022-04-05,2022-04-09
3569,98,2023-05-21,2023-05-30
3570,5,2023-09-09,2023-09-16
3571,57,2022-03-29,2022-04-07
3572,36,2019-10-30,2019-11-12
3574,169,2022-02-18,2022-02-21
3576,436,2022-04-07,2022-04-18
3577,375,2022-11-10,2022-11-23
3578,329,2022-04-08,2022-04-11
3579,404,2021-01-16,2021-01-21
3581,287,2023-10-19,2023-10-26
3583,9,2021-06-08,2021-06-14
3584,293,2023-12-25,2024-01-05
3586,104,2021-12-07,2021-12-11
3587,300,2019-07-04,2019-07-10
3588,144,2020-08-04,2020-08-17
3589,83,2023-05-23,2023-05-27
3590,40,2021-01-10,2021-01-13
3592,403,2020-10-12,2020-10-18
3593,194,2023-03-08,2023-03-17
3595,42,2020-10-05,2020-10-14
3596,106,2020-08-30,2020-09-10
3597,27,2023-10-05,2023-10-12
3598,181,2023-12-07,2023-12-21
3599,133,2023-04-16,2023-04-22
3600,78,2022-05-18,2022-05-22
3601,248,2022-09-21,2022-09-28
3602,346,2023-06-04,2023-06-16
3603,135,2023-05-12,2023-05-26
3604,26,2021-02-25,2021-03-05
3605,197,2023-04-25,2023-05-08
3606,304,2020-07-05,2020-07-09
3607,277,2021-07-16,2021-07-30
3608,284,2020-04-29,2020-05-06
3609,128,2022-01-11,2022-01-24
3612,265,2021-11-12,2021-11-25
3614,64,2019-01-20,2019-01-26
3615,78,2019-04-22,2019-04-26
3617,321,2023-04-16,2023-04-22
3618,431,2019-06-04,2019-06-07
3619,170,2021-02-23,2021-03-03
3620,200,2019-05-04,2019-05-12
3621,18,2023-09-30,2023-10-08
3623,255,2019-09-10,2019-09-24
3624,403,2022-06-17,2022-06-22
3625,215,2023-03-26,2023-04-09
3626,20,2020-09-12,2020-09-24
3628,303,2019-10-27,2019-11-03
3629,310,2021-09-16,2021-09-19
3630,82,2019-12-14,2019-12-18
3631,5,2024-02-07,2024-02-21
3632,196,2023-11-13,2023-11-27
3633,92,2023-01-28,2023-02-10
3634,426,2020-10-21,2020-11-03
3635,150,2021-09-03,2021-09-15
3636,247,2020-05-01,2020-05-14
3637,143,2023-02-11,2023-02-22
3638,398,2023-02-23,2023-03-05
3640,309,2022-04-05,2022-04-17
3642,329,2020-08-12,2020-08-23
3643,65,2019-05-29,2019-06-11
3644,430,2020-04-10,2020-04-15
3646,47,2020-11-22,2020-11-27
3647,426,2021-12-24,2021-12-29
3648,335,2023-09-30,2023-10-08
3649,363,2019-05-20,2019-05-23
3650,183,2019-08-05,2019-08-14
3651,391,2020-08-10,2020-08-13
3652,387,2021-05-31,2021-06-10
3653,393,2023-12-19,2023-12-22
3654,26,2023-01-28,2023-02-10
3656,256,2020-02-03,2020-02-06
3657,376,2020-05-06,2020-05-10
3659,415,2022-06-12,2022-06-26
3660,205,2019-05-13,2019-05-18
3661,271,2023-12-19,2023-12-22
